ID,Keyword,Podcast Name,Host Name,Channel Description,Episode Title,Audio URL,Image URL
phat_trien_ban_than_cbd3c4a8,phát triển bản thân,Mẹ Ora Podcast - Podcast Phát triển bản thân dành cho ba mẹ,Mẹ Ora - Bella Lê,"nơi chia sẻ hành trình chuyển hoá của một người Mẹ (#beMOM), một người Vợ (#beWIFE), một Người Lãnh đạo (#beLEADER) thông qua hành trình phát triển bản thân nhằm hướng đến việc cân bằng cuộc sống có chủ đích.",mình từ bỏ làm podcast? | Mẹ Ora Podcast - Podcast Phát triển bản thân dành cho ba mẹ,https://anchor.fm/s/100068140/podcast/play/102018506/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-4-1%2F399388490-44100-2-04765f88c1d65.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/e5/a1/e8/e5a1e8fc-30f4-35ee-750d-b99d7311bcc1/mza_12888551204706779758.jpg/600x600bb.jpg
phat_trien_ban_than_7751da24,phát triển bản thân,Mẹ Ora Podcast - Podcast Phát triển bản thân dành cho ba mẹ,Mẹ Ora - Bella Lê,"nơi chia sẻ hành trình chuyển hoá của một người Mẹ (#beMOM), một người Vợ (#beWIFE), một Người Lãnh đạo (#beLEADER) thông qua hành trình phát triển bản thân nhằm hướng đến việc cân bằng cuộc sống có chủ đích.",Phụ nữ và Gia đình | Mẹ Ora Podcast - Podcast Phát triển bản thân dành cho ba mẹ,https://anchor.fm/s/100068140/podcast/play/99911679/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-2-16%2F396644996-44100-2-1c8b7d75174dc.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/e5/a1/e8/e5a1e8fc-30f4-35ee-750d-b99d7311bcc1/mza_12888551204706779758.jpg/600x600bb.jpg
phat_trien_ban_than_a6632209,phát triển bản thân,Mẹ Ora Podcast - Podcast Phát triển bản thân dành cho ba mẹ,Mẹ Ora - Bella Lê,"nơi chia sẻ hành trình chuyển hoá của một người Mẹ (#beMOM), một người Vợ (#beWIFE), một Người Lãnh đạo (#beLEADER) thông qua hành trình phát triển bản thân nhằm hướng đến việc cân bằng cuộc sống có chủ đích.",tích cực độc hại tuổi 30+ | Mẹ Ora Podcast - Podcast Phát triển bản thân dành cho ba mẹ,https://anchor.fm/s/100068140/podcast/play/99051643/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-1-27%2F395624074-44100-2-cf4630c95d69a.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/e5/a1/e8/e5a1e8fc-30f4-35ee-750d-b99d7311bcc1/mza_12888551204706779758.jpg/600x600bb.jpg
phat_trien_ban_than_858bfd11,phát triển bản thân,Mẹ Ora Podcast - Podcast Phát triển bản thân dành cho ba mẹ,Mẹ Ora - Bella Lê,"nơi chia sẻ hành trình chuyển hoá của một người Mẹ (#beMOM), một người Vợ (#beWIFE), một Người Lãnh đạo (#beLEADER) thông qua hành trình phát triển bản thân nhằm hướng đến việc cân bằng cuộc sống có chủ đích.",đừng hi sinh chỉ vì yêu! | Mẹ Ora Podcast - Podcast Phát triển bản thân dành cho ba mẹ,https://anchor.fm/s/100068140/podcast/play/98444522/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-1-13%2F394811248-44100-2-f00cb98e2b7a2.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/e5/a1/e8/e5a1e8fc-30f4-35ee-750d-b99d7311bcc1/mza_12888551204706779758.jpg/600x600bb.jpg
phat_trien_ban_than_d68d763b,phát triển bản thân,Mẹ Ora Podcast - Podcast Phát triển bản thân dành cho ba mẹ,Mẹ Ora - Bella Lê,"nơi chia sẻ hành trình chuyển hoá của một người Mẹ (#beMOM), một người Vợ (#beWIFE), một Người Lãnh đạo (#beLEADER) thông qua hành trình phát triển bản thân nhằm hướng đến việc cân bằng cuộc sống có chủ đích.",Vượt qua Hoài nghi - Đi tới Chủ đích | Mẹ Ora Podcast - Podcast Phát triển bản thân dành cho ba mẹ,https://anchor.fm/s/100068140/podcast/play/97856025/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2025-1-1%2F394079353-44100-2-8afeed2adaa5d.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts211/v4/e5/a1/e8/e5a1e8fc-30f4-35ee-750d-b99d7311bcc1/mza_12888551204706779758.jpg/600x600bb.jpg
phat_trien_ban_than_791890e4,phát triển bản thân,Vũ Cao Cường - Nhà Đào Tạo NLP giúp phát triển bản thân,Vũ Cao Cường & Waves,"Làm sao để tự tin hơn vào chính mình? Làm sao để làm chủ cảm xúc và tư duy tích cực? Làm sao để tạo ra động lực và duy trì động lực?... Chúng ta thường tự vấn bản thân với rất nhiều câu hỏi ""làm sao"", ""làm thế nào"" như thế này và rồi loay hoay đi tìm câu trả lời.  Đến với kênh Vũ Cao Cường, các bạn sẽ ""gặt hái"" được lời giải đáp thông qua những audiobook, những câu chuyện cuộc sống giúp phát triển bản thân với giọng đọc trầm ấm và truyền cảm hứng của Nhà Đào Tạo NLP (Lập trình ngôn ngữ tư duy) - Vũ Cao Cường.  --- Kênh podcast Vũ Cao Cường được hợp tác sản xuất bởi kênh YouTube Vũ Cao Cường và mang đến dưới dạng podcast bởi Waves.   Link gốc: https://www.youtube.com/channel/UCs62dLXdnUSSTLTnos5J1Ag © Bản quyền thuộc về Vũ Cao Cường  Website: https://www.waves8.com Facebook: https://www.facebook.com/WavesVietnam  Nếu bạn là một Youtuber muốn chuyển đổi chương trình của bạn thành podcast, hãy liên hệ với hello@waves8.com nhé.",Thử thách bản thân - MỤC TIÊU ĐÚNG VÀ CÁCH ĐẶT MỤC TIÊU | Vũ Cao Cường,https://pinecast.com/listen/6a9d5675-e4f7-4f7c-b5ab-93b5faf86cf8.mp3?source=rss&ext=asset.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/b2/41/db/b241dbd3-f060-0dee-7ca5-86c091800825/mza_2425300949100687071.jpg/600x600bb.jpg
phat_trien_ban_than_c3f71d4d,phát triển bản thân,Vũ Cao Cường - Nhà Đào Tạo NLP giúp phát triển bản thân,Vũ Cao Cường & Waves,"Làm sao để tự tin hơn vào chính mình? Làm sao để làm chủ cảm xúc và tư duy tích cực? Làm sao để tạo ra động lực và duy trì động lực?... Chúng ta thường tự vấn bản thân với rất nhiều câu hỏi ""làm sao"", ""làm thế nào"" như thế này và rồi loay hoay đi tìm câu trả lời.  Đến với kênh Vũ Cao Cường, các bạn sẽ ""gặt hái"" được lời giải đáp thông qua những audiobook, những câu chuyện cuộc sống giúp phát triển bản thân với giọng đọc trầm ấm và truyền cảm hứng của Nhà Đào Tạo NLP (Lập trình ngôn ngữ tư duy) - Vũ Cao Cường.  --- Kênh podcast Vũ Cao Cường được hợp tác sản xuất bởi kênh YouTube Vũ Cao Cường và mang đến dưới dạng podcast bởi Waves.   Link gốc: https://www.youtube.com/channel/UCs62dLXdnUSSTLTnos5J1Ag © Bản quyền thuộc về Vũ Cao Cường  Website: https://www.waves8.com Facebook: https://www.facebook.com/WavesVietnam  Nếu bạn là một Youtuber muốn chuyển đổi chương trình của bạn thành podcast, hãy liên hệ với hello@waves8.com nhé.",Thử thách bản thân - THAY ĐỔI TRẠNG THÁI CẢM XÚC | Vũ Cao Cường,https://pinecast.com/listen/d22b8f1a-3aaa-4329-9c28-b4a5203dea73.mp3?source=rss&ext=asset.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/b2/41/db/b241dbd3-f060-0dee-7ca5-86c091800825/mza_2425300949100687071.jpg/600x600bb.jpg
phat_trien_ban_than_79c7e837,phát triển bản thân,Vũ Cao Cường - Nhà Đào Tạo NLP giúp phát triển bản thân,Vũ Cao Cường & Waves,"Làm sao để tự tin hơn vào chính mình? Làm sao để làm chủ cảm xúc và tư duy tích cực? Làm sao để tạo ra động lực và duy trì động lực?... Chúng ta thường tự vấn bản thân với rất nhiều câu hỏi ""làm sao"", ""làm thế nào"" như thế này và rồi loay hoay đi tìm câu trả lời.  Đến với kênh Vũ Cao Cường, các bạn sẽ ""gặt hái"" được lời giải đáp thông qua những audiobook, những câu chuyện cuộc sống giúp phát triển bản thân với giọng đọc trầm ấm và truyền cảm hứng của Nhà Đào Tạo NLP (Lập trình ngôn ngữ tư duy) - Vũ Cao Cường.  --- Kênh podcast Vũ Cao Cường được hợp tác sản xuất bởi kênh YouTube Vũ Cao Cường và mang đến dưới dạng podcast bởi Waves.   Link gốc: https://www.youtube.com/channel/UCs62dLXdnUSSTLTnos5J1Ag © Bản quyền thuộc về Vũ Cao Cường  Website: https://www.waves8.com Facebook: https://www.facebook.com/WavesVietnam  Nếu bạn là một Youtuber muốn chuyển đổi chương trình của bạn thành podcast, hãy liên hệ với hello@waves8.com nhé.",Thử thách bản thân - CÁCH TÌM ĐỘNG LỰC ĐỂ THAY ĐỔI | Vũ Cao Cường,https://pinecast.com/listen/d1ee0c83-d244-4121-b7de-d0cbf07b6478.mp3?source=rss&ext=asset.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/b2/41/db/b241dbd3-f060-0dee-7ca5-86c091800825/mza_2425300949100687071.jpg/600x600bb.jpg
phat_trien_ban_than_80e49de1,phát triển bản thân,Vũ Cao Cường - Nhà Đào Tạo NLP giúp phát triển bản thân,Vũ Cao Cường & Waves,"Làm sao để tự tin hơn vào chính mình? Làm sao để làm chủ cảm xúc và tư duy tích cực? Làm sao để tạo ra động lực và duy trì động lực?... Chúng ta thường tự vấn bản thân với rất nhiều câu hỏi ""làm sao"", ""làm thế nào"" như thế này và rồi loay hoay đi tìm câu trả lời.  Đến với kênh Vũ Cao Cường, các bạn sẽ ""gặt hái"" được lời giải đáp thông qua những audiobook, những câu chuyện cuộc sống giúp phát triển bản thân với giọng đọc trầm ấm và truyền cảm hứng của Nhà Đào Tạo NLP (Lập trình ngôn ngữ tư duy) - Vũ Cao Cường.  --- Kênh podcast Vũ Cao Cường được hợp tác sản xuất bởi kênh YouTube Vũ Cao Cường và mang đến dưới dạng podcast bởi Waves.   Link gốc: https://www.youtube.com/channel/UCs62dLXdnUSSTLTnos5J1Ag © Bản quyền thuộc về Vũ Cao Cường  Website: https://www.waves8.com Facebook: https://www.facebook.com/WavesVietnam  Nếu bạn là một Youtuber muốn chuyển đổi chương trình của bạn thành podcast, hãy liên hệ với hello@waves8.com nhé.",Thử thách bản thân - VỊ TRÍ NHẬN THỨC | Vũ Cao Cường,https://pinecast.com/listen/7456145c-a5c1-4726-a43b-4a2f8936cf99.mp3?source=rss&ext=asset.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/b2/41/db/b241dbd3-f060-0dee-7ca5-86c091800825/mza_2425300949100687071.jpg/600x600bb.jpg
phat_trien_ban_than_5d2f985d,phát triển bản thân,Vũ Cao Cường - Nhà Đào Tạo NLP giúp phát triển bản thân,Vũ Cao Cường & Waves,"Làm sao để tự tin hơn vào chính mình? Làm sao để làm chủ cảm xúc và tư duy tích cực? Làm sao để tạo ra động lực và duy trì động lực?... Chúng ta thường tự vấn bản thân với rất nhiều câu hỏi ""làm sao"", ""làm thế nào"" như thế này và rồi loay hoay đi tìm câu trả lời.  Đến với kênh Vũ Cao Cường, các bạn sẽ ""gặt hái"" được lời giải đáp thông qua những audiobook, những câu chuyện cuộc sống giúp phát triển bản thân với giọng đọc trầm ấm và truyền cảm hứng của Nhà Đào Tạo NLP (Lập trình ngôn ngữ tư duy) - Vũ Cao Cường.  --- Kênh podcast Vũ Cao Cường được hợp tác sản xuất bởi kênh YouTube Vũ Cao Cường và mang đến dưới dạng podcast bởi Waves.   Link gốc: https://www.youtube.com/channel/UCs62dLXdnUSSTLTnos5J1Ag © Bản quyền thuộc về Vũ Cao Cường  Website: https://www.waves8.com Facebook: https://www.facebook.com/WavesVietnam  Nếu bạn là một Youtuber muốn chuyển đổi chương trình của bạn thành podcast, hãy liên hệ với hello@waves8.com nhé.",Thử thách bản thân - VÙNG THOẢI MÁI VÀ HỆ QUẢ CỦA NÓ | Vũ Cao Cường,https://pinecast.com/listen/bd2b7d31-763a-4d5b-bbc2-cd2731a02145.mp3?source=rss&ext=asset.mp3,https://is1-ssl.mzstatic.com/image/thumb/Podcasts126/v4/b2/41/db/b241dbd3-f060-0dee-7ca5-86c091800825/mza_2425300949100687071.jpg/600x600bb.jpg
phat_trien_ban_than_0ee6177e,phát triển bản thân,20 Audio phát triển bản thân,Nguyen Nhu Hoat,Kho sách nói,Nhà giả kim,https://anchor.fm/s/5d1d9a90/podcast/play/34407803/https%3A%2F%2Fd3ctxlq1ktw2nl.cloudfront.net%2Fstaging%2F2021-4-28%2F191115822-44100-2-c614043cb54c6.m4a,https://is1-ssl.mzstatic.com/image/thumb/Podcasts125/v4/72/92/4f/72924f79-0f0a-3057-c79a-73e79a290165/mza_10985950940937535827.jpg/600x600bb.jpg
